You may check your phone’s screen time settings for a more accurate estimate. Round to the nearest whole number - Number of hours",What are your top 3 reasons for using media (other than messaging)? (Select 3) - Selected Choice,What are your top 3 reasons for using media (other than messaging)? (Select 3) - Other (please specify): - Text,I browse my social media feed to see posts and updates from others.,"I view other users' profiles and the content they share. (e.g., influencers, friends, celebrities)",I read comments on other people’s posts.,"I watch stories, reels, shorts, or similar content posted by others.",I create my own original content for social media.,"I post photos, videos, stories, or other content on social media.","I share, repost, or recommend content to others.","I comment on, reply to, or interact with other people’s posts.",Which of the following statements best describes how much you know about deepfakes?,This is an attention check. Please select ‘Unlikely.’,Do you think this video is real or a deepfake?,How confident are you in your answer?,Do you think this video is real or a deepfake?,How confident are you in your answer?,Do you think this video is real or a deepfake?,How confident are you in your answer?,Do you think this video is real or a deepfake?,How confident are you in your answer?,Do you think this video is real or a deepfake?,How confident are you in your answer?,Do you think this video is real or a deepfake?,How confident are you in your answer?,Do you think this video is real or a deepfake?,How confident are you in your answer?,Do you think this video is real or a deepfake?,How confident are you in your answer?,"I know how to use search engines (e.g., Google, Bing, etc.) to find the information I need online.","I understand the political, economic, and social meanings behind media content.",I understand the different opinions and perspectives shared by others in the media.,"Beyond basic phone use, I use hardware (e.g., camera, microphone, lighting, etc.) and/or software (e.g., photo editing apps, Adobe, CapCut, Canva, Audacity, etc.) to create or edit social media content.","I regularly share posts, photos, videos, or other content on social media.","I regularly interact with other users by commenting on, replying to, or reacting to their posts.","I share my opinions and/or participate in online discussions in ways that can influence, inform, or 
challenge the thoughts of other people.","When I post or comment online, I try to consider different viewpoints about the 
topic.",I interact and/or collaborate with different people online to share ideas or achieve a common goal.,I compare information from different sources before deciding what to believe.,"I think critically about media content by comparing it with my own knowledge, opinions, and 
experiences.","I evaluate whether information in the media is accurate, reliable, and trustworthy.","I believe that [social media platform] takes users’ exposure to misinformation seriously.

12/07/2026 15:15,12/07/2026 15:25,0,100,606,1,12/07/2026 15:25,R_zcodI7ZSND7c1l7,anonymous,EN,0.899999976,,"1,2,3",2,18,2,4,,5,3,4,4,4,5,"1,2,3,4,5,6,7,8,9,10",10,"5,6,7",,5,5,5,5,3,3,2,1,5,2,2,5,1,3,2,5,2,5,2,3,1,5,2,3,1,4,5,5,5,4,2,2,4,5,4,5,5,5,5,5,5,5,4,5,4,5,5,5Custom Value
12/07/2026 15:22,12/07/2026 15:27,0,100,305,1,12/07/2026 15:27,R_PURje7TvODq8CXL,anonymous,EN,1,,"1,2,3",1,21,4,5,,4,5,5,1,3,5,"1,4",8,"1,5,9",,3,3,4,4,1,4,4,4,4,3,2,5,2,5,2,5,2,5,1,5,1,5,2,5,2,5,3,3,4,3,4,4,4,3,3,3,4,4,3,4,4,4,4,4,5,4,6,6Custom Value
12/07/2026 15:15,12/07/2026 15:28,0,100,816,1,12/07/2026 15:28,R_2AYhYxEGRm6wrbw,anonymous,EN,1,,"1,2,3",1,19,2,7,,3,5,5,5,5,3,"1,3,4,9,10",4,"1,3,7",,3,2,3,5,1,2,3,1,4,2,2,1,1,5,2,4,2,5,1,5,1,3,1,5,1,4,5,4,5,4,1,2,1,4,2,5,5,5,2,2,1,1,4,5,4,5,7,7Custom Value
12/07/2026 15:17,12/07/2026 15:28,0,100,691,1,12/07/2026 15:28,R_1l9PSmGq3fKu4O2,anonymous,EN,1,,"1,2,3",2,19,3,10,,4,4,4,4,5,5,"1,4,7,8,9,10",10,"5,7,10",,4,5,5,5,2,4,5,4,4,2,2,2,2,2,1,3,2,3,1,3,2,3,1,2,1,3,1,1,1,1,4,4,5,4,4,5,5,5,4,2,2,2,4,4,4,5,6,6Custom Value
12/07/2026 15:19,12/07/2026 15:29,0,100,591,1,12/07/2026 15:29,R_4Jf2TzPhmd84gHD,anonymous,EN,0.899999976,,"1,2,3",2,18,1,11,,3,1,4,1,2,4,"1,5",12,"5,7,8",,5,4,4,5,2,3,4,2,3,2,2,5,2,4,1,5,2,5,1,5,1,4,1,5,2,5,5,5,5,4,4,4,2,3,2,4,4,4,4,2,3,2,1,1,4,4,6,6Custom Value
12/07/2026 15:14,12/07/2026 15:31,0,100,1016,1,12/07/2026 15:31,R_277mzvWl691GzIx,anonymous,EN,0.400000006,,"1,2,3",2,22,3,9,,4,2,3,3,3,4,"1,3,4,7,8",4,"1,5,7",,5,3,3,4,2,3,3,3,4,2,2,5,1,5,1,5,2,5,1,5,1,5,1,5,1,5,5,4,5,4,4,5,4,5,4,4,4,5,5,4,4,5,4,2,2,5,6,6Custom Value
12/07/2026 15:24,12/07/2026 15:32,0,100,473,1,12/07/2026 15:32,R_TaZjiWZz2WY4yzL,anonymous,EN,0.800000012,,"1,2,3",2,19,3,4,,4,4,4,3,3,5,"1,4,6,7,8,9,10",12,"5,6,7",,5,4,4,5,2,3,4,3,4,2,2,4,2,4,1,3,2,5,1,4,1,3,1,4,1,3,4,4,5,3,3,2,3,4,3,5,5,5,5,3,3,3,5,4,4,5,7,7Custom Value
12/07/2026 15:26,12/07/2026 15:34,0,100,462,1,12/07/2026 15:34,R_3sjn981MR3pHCcb,anonymous,EN,1,,"1,2,3",3,18,1,11,,3,2,1,3,1,2,"1,2,7",6,"2,3,5",,3,3,2,4,2,2,2,2,4,2,2,5,1,5,1,5,2,5,1,5,2,4,1,5,1,2,5,5,5,4,2,1,2,5,5,5,5,5,5,1,4,1,2,2,1,5,5,5Custom Value
12/07/2026 15:10,12/07/2026 15:19,0,100,495,1,12/07/2026 15:34,R_1oiIHJZabO9HWga,anonymous,EN,0.600000024,,"1,2,3",2,23,3,7,,4,3,5,3,3,4,"1,3,4,5,6,7,8,9",6,"1,6,7",,4,4,4,4,3,3,3,2,4,2,2,5,2,4,1,2,2,5,1,3,1,3,1,3,1,3,5,5,4,4,3,3,2,4,3,5,5,5,2,2,2,1,4,4,3,5,7,7Custom Value
12/07/2026 15:23,12/07/2026 15:34,0,100,661,1,12/07/2026 15:34,R_31N0U4na77vxmkm,anonymous,EN,0.800000012,,"1,2,3",2,20,3,9,,5,5,5,5,4,4,"1,3,4,5,6,7,8,9,10",8,"4,5,7",,5,5,4,5,2,4,5,4,5,2,2,4,2,4,2,4,2,4,1,4,2,3,2,4,1,3,5,4,5,5,4,5,3,5,4,5,5,5,3,3,3,3,5,4,3,5,6,6Custom Value
12/07/2026 15:25,12/07/2026 15:35,0,100,630,1,12/07/2026 15:35,R_1JKfyEEOnVSOxOn,anonymous,EN,0.400000006,,"1,2,3",2,20,2,10,,3,2,2,1,2,3,"1,4,7",3,"1,5,7",,3,3,3,4,2,2,3,3,4,2,1,2,1,3,1,3,2,4,1,4,1,3,1,3,1,2,5,5,5,5,1,4,4,4,4,4,4,5,4,1,1,1,4,3,4,5,5,5Custom Value
12/07/2026 15:21,12/07/2026 15:36,0,100,866,1,12/07/2026 15:36,R_3iW6rnFPqipnPoB,anonymous,EN,1,,"1,2,3",2,18,1,10,,5,3,4,5,5,5,"1,3,4,5,6,7,8,9,10",12,"1,5,7",,5,4,5,5,1,1,5,2,4,2,2,5,1,3,2,3,2,5,1,5,1,3,1,4,1,3,5,5,5,5,2,5,2,5,4,5,5,5,5,4,3,2,4,4,2,5,7,7Custom Value
12/07/2026 15:29,12/07/2026 15:36,0,100,439,1,12/07/2026 15:36,R_3lRlbbbvAFpoR62,anonymous,EN,1,,"1,2,3",2,19,2,2,,4,3,5,5,4,4,"1,3,6,7",12,"1,5,7",,4,4,3,5,2,2,3,2,2,2,2,2,2,2,2,2,2,3,1,2,1,2,1,2,2,3,5,4,4,5,4,4,4,5,4,5,4,4,5,2,3,2,4,5,3,5,7,7Custom Value
12/07/2026 15:30,12/07/2026 15:38,0,100,461,1,12/07/2026 15:38,R_Uu5vMeiJXIzREYx,anonymous,EN,1,,"1,2,3",1,20,2,3,,4,4,4,4,4,4,"1,4,7,10",3,"1,4,5",,4,3,4,4,1,2,2,3,4,2,2,4,1,1,1,3,1,2,1,3,2,1,2,1,1,3,5,4,5,5,2,3,3,4,2,5,5,5,4,4,5,4,4,4,5,5,3,3Custom Value
12/07/2026 15:32,12/07/2026 15:40,0,100,429,1,12/07/2026 15:40,R_1M6BtcqG1YxCqVM,anonymous,EN,0.899999976,,"1,2,3",2,21,4,4,,5,3,3,4,2,5,"1,3,4,7,8,10",10,"4,5,7",,4,4,5,4,2,2,2,2,3,2,1,3,2,3,2,2,2,2,2,5,2,3,1,2,2,3,4,4,3,5,3,3,2,5,3,4,3,5,3,3,3,3,4,4,3,5,4,4Custom Value
12/07/2026 15:29,12/07/2026 15:40,0,100,687,1,12/07/2026 15:40,R_3Kqzd1nelMkwb3H,anonymous,EN,1,,"1,2,3",2,20,2,4,,5,1,4,3,5,4,"1,3,4,5,6,7,8,9,10",5,"3,6,7",,2,2,2,4,1,2,2,2,2,2,2,3,2,3,2,4,2,4,1,4,1,5,1,3,1,4,5,5,4,5,2,2,3,5,2,5,5,5,4,4,4,4,5,5,4,5,8,8Custom Value
12/07/2026 15:35,12/07/2026 15:41,0,100,363,1,12/07/2026 15:41,R_2Y4jWIcsgYeWQIM,anonymous,EN,1,TRUE,"1,2,3",2,20,2,4,,4,4,4,5,5,4,"1,4,6,7,8,9,10",9,"1,2,3",,4,5,3,5,2,3,4,2,4,2,2,4,2,4,1,3,2,5,1,4,1,4,1,3,1,3,4,4,5,5,3,3,4,5,3,5,5,5,5,3,3,3,5,4,4,5,7,7Custom Value
12/07/2026 15:34,12/07/2026 15:41,0,100,446,1,12/07/2026 15:41,R_09dCKRSeZ9j7UDD,anonymous,EN,0.699999988,,"1,2,3",1,19,2,4,,3,3,4,3,4,4,"1,2,3,4,5,6,7,8,9,10",8,"1,7,9",,4,3,4,3,2,2,3,3,4,2,2,5,1,4,1,3,2,2,1,3,1,2,1,2,1,2,5,5,5,3,2,2,2,5,2,5,5,5,1,1,1,1,5,5,5,5,6,6Custom Value
12/07/2026 15:30,12/07/2026 15:42,0,100,710,1,12/07/2026 15:42,R_24oPEi4AZzlb5yE,anonymous,EN,0.5,,"1,2,3",2,25,5,5,,4,5,5,4,4,4,"1,4,7,8,10",12,"1,5,6",,4,4,4,4,2,2,2,2,3,2,2,5,2,2,2,2,2,2,1,2,1,2,2,2,1,2,5,4,4,5,2,2,4,4,4,4,3,3,5,2,4,1,1,1,2,1,7,7Custom Value
12/07/2026 15:37,12/07/2026 15:47,0,100,559,1,12/07/2026 15:47,R_1FxoTlu1TAMuDpF,anonymous,EN,1,,"1,2,3",2,20,3,7,,4,3,5,4,4,4,"1,4,5,7,8,9",5,"1,5,6",,4,3,3,4,2,2,2,2,4,2,2,3,1,2,2,2,2,3,1,3,1,3,1,3,1,3,5,5,5,3,3,4,4,5,4,4,5,5,4,2,3,3,4,4,3,4,7,7Custom Value
12/07/2026 15:27,12/07/2026 15:47,0,100,1178,1,12/07/2026 15:47,R_3LdpFciWNtTuwhT,anonymous,EN,,,"1,2,3",2,22,3,6,,4,3,4,3,5,5,"1,4,6,7,9",10,"1,5,7",,5,3,3,5,1,2,4,2,4,2,2,2,1,2,2,5,2,2,1,3,1,3,2,1,2,3,5,4,4,5,1,2,1,4,1,4,4,4,4,2,2,2,5,5,4,5,5,5Custom Value
12/07/2026 15:40,12/07/2026 15:47,0,100,451,1,12/07/2026 15:47,R_1OBp2OHFYduMjGB,anonymous,EN,0.300000012,,"1,2,3",1,20,3,2,,4,3,5,3,3,4,"1,3,4,5,7,8,9,10",9,"5,7,9",,4,4,2,4,1,4,4,3,5,2,2,5,2,5,2,5,2,5,1,5,1,5,1,5,1,4,5,5,5,5,4,4,4,5,4,5,5,5,4,3,5,2,4,5,4,5,8,8Custom Value
12/07/2026 15:41,12/07/2026 15:51,0,100,561,1,12/07/2026 15:51,R_eP5796de5OaaW5z,anonymous,EN,1,,"1,2,3",2,22,4,7,,3,2,4,4,1,4,"1,3,4,7,8,9,10",12,"3,5,7",,3,2,4,3,2,2,2,4,2,2,2,4,2,4,2,4,2,5,1,4,1,2,1,3,1,5,5,4,5,4,2,4,2,4,5,5,5,5,4,2,2,2,3,4,3,5,8,8Custom Value
12/07/2026 15:45,12/07/2026 15:51,0,100,363,1,12/07/2026 15:51,R_3FLJAbzssumR14i,anonymous,EN,0.899999976,,"1,2,3",2,20,3,9,,5,3,4,4,5,5,"1,2,3,4,5,7,9",6,"1,3,5",,4,4,5,3,1,3,3,2,3,2,2,5,1,2,2,3,2,5,1,5,1,2,2,2,2,3,4,5,4,5,2,4,4,5,4,4,2,4,5,2,2,2,5,5,4,5,5,5Custom Value
12/07/2026 15:42,12/07/2026 15:51,0,100,572,1,12/07/2026 15:51,R_3D8vIziI9cBirDb,anonymous,EN,1,,"1,2,3",1,20,3,10,,3,3,4,3,3,3,"1,4,10",4,"1,2,7",,3,2,3,4,2,2,2,1,4,2,2,4,2,2,2,4,2,4,1,4,1,3,2,3,1,3,5,4,4,4,2,2,3,5,4,4,4,5,3,3,4,2,3,3,3,4,7,7Custom Value
12/07/2026 15:45,12/07/2026 15:52,0,100,416,1,12/07/2026 15:52,R_zUy69xXvm2sIrJv,anonymous,EN,1,,"1,2,3",2,19,2,4,,5,3,3,4,4,3,"1,2,3,4,5,6,7,8,9,10",8,"1,5,7",,4,2,3,4,3,3,3,3,1,2,2,3,2,4,2,2,2,2,1,3,1,4,1,3,1,2,4,4,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8Custom Value
12/07/2026 15:41,12/07/2026 15:53,0,100,689,1,12/07/2026 15:53,R_1OCCY5HfHbNCtDm,anonymous,EN,1,,"1,2,3",2,21,3,11,,5,5,5,5,3,5,"1,3,4,5,6,7,8,9,10",10,"1,5,7",,5,3,5,5,4,4,5,3,4,2,2,5,2,5,2,5,2,5,1,3,1,5,2,4,1,5,5,3,4,5,5,5,5,5,5,5,5,5,5,2,4,3,5,5,5,5,7,7Custom Value
12/07/2026 15:26,12/07/2026 15:56,0,100,1805,1,12/07/2026 15:56,R_2aEbl9GGxt5EiHL,anonymous,EN,0.899999976,,"1,2,3",2,18,1,11,,4,3,5,4,3,3,"1,2,3,4,5,6,7,8,9,10",8,"1,6,8",,4,3,2,4,3,3,4,2,1,2,2,2,2,4,1,2,1,3,2,2,2,2,1,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,4,4,4,4,4,4,4Custom Value
12/07/2026 15:55,12/07/2026 16:04,0,100,582,1,12/07/2026 16:04,R_278u0YWSeA1TFSv,anonymous,EN,1,,"1,2,3",2,18,1,7,,4,2,3,3,2,3,"1,3,4,8,10",8,"1,5,7",,3,2,2,2,2,2,3,2,4,2,2,4,2,3,2,4,2,4,1,2,1,2,1,3,1,3,5,5,5,5,3,3,3,3,2,5,5,5,4,4,3,3,3,3,3,5,8,8Custom Value
12/07/2026 15:54,12/07/2026 16:06,0,100,744,1,12/07/2026 16:07,R_z0Uatrb3Dwx5kS5,anonymous,EN,1,,"1,2,3",1,20,2,4,,4,2,2,5,4,5,"1,3,4,5,7,8,9,10",5,"1,2,10",,2,3,4,4,1,2,2,2,5,2,1,5,2,4,2,2,2,5,1,4,1,4,2,4,2,5,5,5,5,5,1,2,3,4,4,5,5,5,3,2,2,1,3,4,3,5,5,5Custom Value
12/07/2026 15:30,12/07/2026 16:07,0,100,2201,1,12/07/2026 16:07,R_3NVcCHuyDslUCTH,anonymous,EN,0.300000012,,"1,2,3",1,19,2,2,,4,3,4,4,3,4,"1,3,4,6,7,9,10",8,"2,9,10",,5,3,3,5,1,3,3,2,4,2,2,5,1,5,2,4,1,4,1,5,1,2,2,4,2,4,5,4,4,5,4,4,4,4,4,5,4,5,4,4,4,4,4,5,4,5,4,4Custom Value
12/07/2026 15:56,12/07/2026 16:07,0,100,660,1,12/07/2026 16:07,R_2Qu3INs3IA4oECK,anonymous,EN,1,,"1,2,3",2,19,2,3,,5,4,4,4,4,5,"1,3,4,7,9,10",12,"5,7,9",,5,4,5,4,3,3,5,4,4,2,2,5,2,2,2,2,2,5,1,2,1,3,1,2,1,3,5,5,5,5,4,5,4,5,3,5,5,5,5,3,2,3,5,5,5,5,8,8Custom Value
12/07/2026 16:00,12/07/2026 16:10,0,100,585,1,12/07/2026 16:10,R_3fNqU9aGTO94lzm,anonymous,EN,1,,"1,2,3",3,22,4,10,,5,4,4,4,3,3,"1,2,3,4,6,7,8,9,10",9,"1,7,10",,5,5,5,5,3,4,5,5,4,2,1,5,1,4,1,4,2,5,1,4,2,3,1,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,2,1,1,1,5,5,4,5,3,3Custom Value
12/07/2026 16:02,12/07/2026 16:10,0,100,473,1,12/07/2026 16:10,R_2VmzNgzlfnFVBbR,anonymous,EN,1,,"1,2,3",2,21,3,9,,5,4,5,5,5,5,"1,2,3,4,5,6,7,8,9,10",12,"1,7,9",,5,4,4,5,2,5,5,4,4,2,2,5,2,4,2,4,2,5,1,4,1,4,2,2,1,3,5,5,4,5,5,5,4,5,4,4,4,4,5,2,2,4,4,5,3,5,7,7Custom Value
12/07/2026 16:04,12/07/2026 16:11,0,100,445,1,12/07/2026 16:11,R_xtMFvkkSmk6IMfL,anonymous,EN,1,,"1,2,3",2,19,2,4,,5,4,3,4,4,5,"1,3,4,5,6,7,8,9,10",4,"1,3,7",,4,4,4,4,2,2,2,3,5,2,2,4,2,2,2,4,2,2,2,3,1,3,2,4,2,4,5,4,4,4,2,2,1,4,2,4,4,4,5,2,1,2,5,5,3,5,5,5Custom Value
12/07/2026 16:04,12/07/2026 16:15,0,100,646,1,12/07/2026 16:15,R_3ReVbMKG93IeuJl,anonymous,EN,1,,"1,2,3",2,19,1,4,,5,2,3,2,4,5,"1,3,4,5,7,10",10,"1,3,7",,3,2,2,2,1,1,3,2,1,2,2,4,2,3,2,3,2,5,2,2,1,3,1,2,1,3,5,4,4,5,1,1,1,4,1,5,5,5,5,3,3,2,4,1,3,5,7,7Custom Value
12/07/2026 16:02,12/07/2026 16:19,0,100,963,1,12/07/2026 16:19,R_25MoPAX0wd5cXhT,anonymous,EN,1,,"1,2,3",2,20,3,4,,5,3,4,5,4,3,"1,4,5,7,10",8,"1,4,7",,4,4,5,5,3,4,3,3,4,2,2,5,2,3,2,5,2,4,1,4,1,3,2,2,1,3,4,5,4,5,4,4,3,2,4,5,5,5,2,2,3,2,5,5,4,4,7,7Custom Value
12/07/2026 16:11,12/07/2026 16:20,0,100,573,1,12/07/2026 16:20,R_3p3TTtHl9twRcej,anonymous,EN,0.5,,"1,2,3",2,20,2,2,,5,3,3,4,3,5,"1,2,3,4,5,6,7,8,9,10",9,"4,5,7",,5,4,5,5,2,2,2,2,5,2,1,2,2,2,2,5,2,5,1,3,1,4,2,2,1,2,5,5,4,4,1,1,3,4,4,5,5,5,1,1,1,2,5,5,4,5,6,6Custom Value
12/07/2026 16:16,12/07/2026 16:26,0,100,603,1,12/07/2026 16:26,R_ZqqYczFpo7X7KjD,anonymous,EN,0.100000001,,"1,2,3",1,20,3,3,,3,2,4,4,2,3,"1,4,7,9",7,"1,7,9",,5,3,2,4,1,2,2,2,4,2,2,2,1,1,2,1,2,1,1,3,1,3,2,1,1,3,5,4,5,3,1,1,1,5,1,5,5,4,2,3,1,2,5,5,3,5,6,6Custom Value
12/07/2026 16:13,12/07/2026 16:26,0,100,824,1,12/07/2026 16:27,R_2aUbyqzSqXJsM7f,anonymous,EN,1,,"1,2,3",2,19,1,6,,4,4,5,1,2,4,"1,4,7,8,9",10,"5,7,10",,5,5,5,5,1,3,5,3,4,2,2,5,2,5,2,5,2,5,1,5,2,5,1,5,1,5,5,5,5,5,5,5,2,2,2,5,5,4,1,1,1,2,5,5,4,5,7,7Custom Value
12/07/2026 16:23,12/07/2026 16:28,0,100,320,1,12/07/2026 16:28,R_1DvwXwvtMY9pl3E,anonymous,EN,1,,"1,2,3",2,20,2,6,,3,5,2,3,2,4,"1,3,5",12,"1,5,7",,4,4,3,5,2,3,3,3,2,3,1,3,2,4,1,5,2,5,1,3,2,4,1,3,1,3,4,4,3,5,3,4,4,4,4,3,3,3,3,3,2,2,3,4,3,3,5,5Custom Value
12/07/2026 16:13,12/07/2026 16:28,0,100,878,1,12/07/2026 16:28,R_TheX40vgOdW0bAJ,anonymous,EN,1,,"1,2,3",2,18,1,5,,5,2,4,2,4,5,"1,3,4,7,9",12,"1,3,5",,5,5,3,4,1,4,4,4,4,2,2,5,2,3,2,5,2,5,1,5,1,5,1,3,1,5,5,5,4,5,1,1,4,5,5,5,5,5,4,2,3,2,3,4,4,5,8,8Custom Value
12/07/2026 16:25,12/07/2026 16:32,0,100,411,1,12/07/2026 16:32,R_3iqZjU5rsYLvws8,anonymous,EN,1,,"1,2,3",1,23,4,8,,4,2,2,4,3,4,"1,4,7,10",8,"1,4,5",,4,4,3,4,2,1,4,4,4,2,2,4,1,3,1,3,2,5,1,4,2,3,1,3,1,3,4,5,5,4,2,3,4,4,4,5,5,5,4,2,2,2,4,4,4,4,5,5Custom Value
12/07/2026 16:24,12/07/2026 16:33,0,100,556,1,12/07/2026 16:33,R_AN9rPeHSkEMIPh7,anonymous,EN,0.800000012,,"1,2,3",2,22,3,2,,3,4,4,4,4,4,"1,4,6,7",7,"1,5,7",,4,4,4,4,2,2,2,2,2,2,2,3,1,2,1,2,2,3,1,3,1,3,2,2,1,2,4,4,4,4,3,3,3,3,3,4,3,4,3,3,3,3,3,4,4,4,5,5Custom Value
12/07/2026 16:23,12/07/2026 16:33,0,100,607,1,12/07/2026 16:33,R_2cCLsnDpkHyr6V2,anonymous,EN,0.899999976,,"1,2,3",2,21,3,5,,5,3,3,4,4,4,"1,4,6,7,8,9,10",7,"1,5,7",,5,4,4,4,3,3,4,3,2,2,2,3,1,3,1,2,2,2,1,3,1,3,2,2,1,3,5,4,5,5,4,4,4,5,4,5,5,5,4,3,3,3,3,3,4,5,5,5Custom Value
12/07/2026 16:28,12/07/2026 16:34,0,100,364,1,12/07/2026 16:34,R_2SpCdbvsSv5deiQ,anonymous,EN,1,,"1,2,3",2,20,3,6,,3,3,3,2,4,4,"1,3,4,7,8,9,10",8,"4,5,7",,3,2,2,2,2,2,2,2,4,2,2,2,1,4,1,4,2,5,1,4,1,4,1,4,1,3,4,4,5,5,2,2,1,4,1,5,5,5,2,2,1,3,5,5,3,5,6,6Custom Value
12/07/2026 16:32,12/07/2026 16:39,0,100,458,1,12/07/2026 16:39,R_4NPnauniIUdjmVP,anonymous,EN,1,,"1,2,3",2,18,1,10,,5,2,3,2,1,2,"4,7,10",7,"1,2,5",,2,3,5,3,1,4,4,4,2,2,2,5,1,5,2,5,2,5,1,5,1,2,2,5,2,2,5,5,5,5,5,5,3,3,4,4,5,3,5,4,4,4,4,4,4,4,5,5Custom Value
12/07/2026 16:33,12/07/2026 16:40,0,100,438,1,12/07/2026 16:40,R_1i50cIPkKe1SeXX,anonymous,EN,1,,"1,2,3",1,18,1,3,,5,5,4,2,4,5,"1,4,5,6,7,8,9,10",7,"3,4,6",,5,4,2,5,2,4,2,2,1,2,2,4,2,2,2,2,2,1,1,4,1,3,2,3,1,3,5,4,4,5,2,2,4,4,4,5,4,3,2,2,3,4,3,2,4,2,7,7Custom Value
12/07/2026 16:35,12/07/2026 16:41,0,100,369,1,12/07/2026 16:41,R_1ooH4jLiRs3PEQz,anonymous,EN,0.5,,"1,2,3",1,19,1,10,,4,3,4,3,4,4,"1,2,4,6,7,9,10",3,"1,2,5",,4,4,4,4,3,3,4,4,3,3,1,5,2,4,2,5,2,5,1,3,1,4,2,5,1,3,4,4,4,4,4,4,3,4,4,4,4,4,5,3,3,3,3,3,3,4,6,6Custom Value
12/07/2026 16:26,12/07/2026 16:42,0,100,958,1,12/07/2026 16:42,R_UtC886gjTTLBE3f,anonymous,EN,0.400000006,,"1,2,3",2,19,1,2,,4,2,3,2,3,4,"1,3,4,5,7,8,10",7,"2,4,5",,3,2,4,4,2,2,3,3,4,2,2,5,2,5,2,5,2,5,1,5,1,3,2,5,1,4,4,4,4,5,2,2,2,4,2,5,4,5,3,2,3,2,2,2,4,4,7,7Custom Value
12/07/2026 16:27,12/07/2026 16:46,0,100,1180,1,12/07/2026 16:46,R_OqDMiqHENhC7qAF,anonymous,EN,1,,"1,2,3",2,20,2,2,,4,3,4,4,4,4,"1,3,4,5,6,7,8,9,10",10,"1,5,7",,4,4,5,5,2,2,3,2,3,2,2,4,2,2,1,3,2,4,1,3,1,3,1,3,1,3,5,5,5,4,4,4,4,4,4,5,5,5,2,2,2,2,4,4,4,5,7,7Custom Value
12/07/2026 16:35,12/07/2026 16:47,0,100,704,1,12/07/2026 16:47,R_0weocQYVZcZQRyh,anonymous,EN,1,,"1,2,3",2,19,1,5,,3,2,2,3,2,3,"1,2,4,7,9",5,"1,4,5",,3,3,3,2,4,3,4,1,4,2,2,3,2,3,2,5,2,5,1,5,1,4,1,4,1,4,5,4,5,5,2,1,2,4,3,5,5,5,5,2,3,3,4,4,2,4,8,8Custom Value
12/07/2026 16:43,12/07/2026 16:52,0,100,529,1,12/07/2026 16:52,R_3HYWFhUD2AHQmF7,anonymous,EN,1,,"1,2,3",2,18,1,9,,5,3,4,4,3,5,"1,3,4,5,7,9",8,"1,3,5",,4,4,4,4,2,2,4,3,3,2,2,4,2,5,2,2,2,1,1,4,1,3,2,3,2,3,5,5,4,4,3,4,4,4,3,5,5,5,5,2,3,3,3,5,4,5,6,6Custom Value
12/07/2026 16:42,12/07/2026 16:54,0,100,734,1,12/07/2026 16:54,R_3rH80sStWaZ7MVV,anonymous,EN,0.899999976,,"1,2,3",2,20,3,6,,4,3,5,4,4,5,"1,4,6,7,8,10",12,"5,6,7",,5,4,4,5,3,3,4,3,4,2,2,5,1,3,2,4,2,4,1,4,1,5,1,5,1,4,5,4,5,5,3,4,3,3,2,3,4,4,1,3,2,3,3,4,3,5,7,7Custom Value
12/07/2026 16:40,12/07/2026 16:55,0,100,912,1,12/07/2026 16:55,R_2OU97ZKoXVthkDy,anonymous,EN,0.899999976,,"1,2,3",2,19,1,9,,5,4,4,4,5,5,"1,4,6,7,10",5,"1,5,7",,4,4,3,5,1,2,2,3,4,2,2,4,2,3,2,3,2,4,1,5,1,4,1,2,1,4,5,5,5,5,1,2,3,3,3,5,5,5,4,3,4,3,2,3,2,5,8,8Custom Value
12/07/2026 16:51,12/07/2026 16:59,0,100,478,1,12/07/2026 16:59,R_2VjXBZs5BAmzPkR,anonymous,EN,0.400000006,,"1,2,3",2,21,3,5,,5,4,4,3,4,4,4,6,"2,7,9",,4,4,4,4,1,4,4,2,5,2,2,2,2,1,1,2,2,4,1,1,1,1,1,2,2,2,4,4,4,4,3,3,3,4,4,4,3,4,2,2,3,3,5,3,3,3,6,6Custom Value
12/07/2026 16:39,12/07/2026 17:01,0,100,1364,1,12/07/2026 17:01,R_3fMItDIbGb8X0WC,anonymous,EN,,,"1,2,3",2,19,2,5,,2,1,4,3,4,5,"1,3,4,6,8,9,10",8,"1,3,5",,3,2,2,3,3,3,4,5,4,2,1,1,1,2,2,2,2,3,1,5,1,2,1,5,1,2,5,5,4,5,3,3,5,4,4,5,5,5,3,3,3,3,3,4,2,4,6,6Custom Value
12/07/2026 16:54,12/07/2026 17:02,0,100,458,1,12/07/2026 17:02,R_5bblhSevlolQsrD,anonymous,EN,1,,"1,2,3",2,18,1,9,,5,4,5,4,4,4,"1,4,6,7,8,9,10",10,"1,5,7",,5,4,5,5,3,3,4,4,4,2,2,4,2,2,2,2,2,3,1,2,2,1,1,1,2,3,5,4,4,5,4,5,4,4,4,4,5,4,1,2,2,3,4,5,4,5,6,6Custom Value
