You may check your phone’s screen time settings for a more accurate estimate. Round to the nearest whole number - Number of hours",What are your top 3 reasons for using media (other than messaging)? (Select 3) - Selected Choice,What are your top 3 reasons for using media (other than messaging)? (Select 3) - Other (please specify): - Text,I browse my social media feed to see posts and updates from others.,"I view other users' profiles and the content they share. (e.g., influencers, friends, celebrities)",I read comments on other people’s posts.,"I watch stories, reels, shorts, or similar content posted by others.",I create my own original content for social media.,"I post photos, videos, stories, or other content on social media.","I share, repost, or recommend content to others.","I comment on, reply to, or interact with other people’s posts.",Which of the following statements best describes how much you know about deepfakes?,This is an attention check. Please select ‘Unlikely.’,Do you think this video is real or a deepfake?,How confident are you in your answer?,Do you think this video is real or a deepfake?,How confident are you in your answer?,Do you think this video is real or a deepfake?,How confident are you in your answer?,Do you think this video is real or a deepfake?,How confident are you in your answer?,Do you think this video is real or a deepfake?,How confident are you in your answer?,Do you think this video is real or a deepfake?,How confident are you in your answer?,Do you think this video is real or a deepfake?,How confident are you in your answer?,Do you think this video is real or a deepfake?,How confident are you in your answer?,"I know how to use search engines (e.g., Google, Bing, etc.) to find the information I need online.","I understand the political, economic, and social meanings behind media content.",I understand the different opinions and perspectives shared by others in the media.,"Beyond basic phone use, I use hardware (e.g., camera, microphone, lighting, etc.) and/or software (e.g., photo editing apps, Adobe, CapCut, Canva, Audacity, etc.) to create or edit social media content.","I regularly share posts, photos, videos, or other content on social media.","I regularly interact with other users by commenting on, replying to, or reacting to their posts.","I share my opinions and/or participate in online discussions in ways that can influence, inform, or 
challenge the thoughts of other people.","When I post or comment online, I try to consider different viewpoints about the 
topic.",I interact and/or collaborate with different people online to share ideas or achieve a common goal.,I compare information from different sources before deciding what to believe.,"I think critically about media content by comparing it with my own knowledge, opinions, and 
experiences.","I evaluate whether information in the media is accurate, reliable, and trustworthy.","I believe that [social media platform] takes users’ exposure to misinformation seriously.

13/07/2026 16:15,13/07/2026 16:20,0,100,269,1,13/07/2026 16:20,R_3HkopyJcyxGlQqD,anonymous,EN,0.600000024,,"1,2,3",2,23,4,3,,5,5,5,4,5,4,"1,2,3,4,5,8,9,10",10,"2,6,8",,4,4,5,5,3,5,5,5,4,2,2,4,2,3,2,5,2,4,1,3,1,2,2,3,2,3,5,5,5,5,5,5,4,5,5,5,5,5,3,2,2,2,5,5,2,4,6,6Custom Value
13/07/2026 16:17,13/07/2026 16:23,0,100,394,1,13/07/2026 16:23,R_C7vbuxxITqGfVRL,anonymous,EN,1,,"1,2,3",1,19,2,4,,4,2,5,5,2,3,"4,8,9",12,"2,7,8",,5,5,5,5,3,5,5,5,5,2,1,5,2,5,2,5,2,5,1,3,1,5,1,5,1,2,5,5,5,5,5,5,5,5,5,5,5,5,2,1,1,1,4,3,4,5,7,7Custom Value
13/07/2026 16:14,13/07/2026 16:25,0,100,661,1,13/07/2026 16:25,R_vAiE9D0IzZw9qud,anonymous,EN,0.300000012,,"1,2,3",1,20,1,2,,5,4,4,4,3,3,"1,2,4,6,7,8,9,10",8,"5,7,9",,4,3,3,3,2,3,3,2,4,2,1,3,2,3,1,4,2,5,1,4,2,2,1,3,1,4,5,4,5,5,3,2,3,4,4,3,4,4,3,3,3,3,4,2,3,5,5,5Custom Value
13/07/2026 16:09,13/07/2026 16:26,0,100,1073,1,13/07/2026 16:26,R_3k7y5gIqyRSWNCy,anonymous,EN,1,,"1,2,3",2,20,3,11,,3,2,4,2,3,4,"1,4,6,7,9",5,"1,5,7",,4,3,5,4,1,2,3,1,3,2,1,3,1,1,1,3,2,5,1,4,1,3,1,2,2,2,5,5,5,5,4,3,1,1,1,4,4,4,5,3,3,3,4,3,2,5,4,4Custom Value
13/07/2026 16:13,13/07/2026 16:33,0,100,1216,1,13/07/2026 16:33,R_1CBCMn7sX9D3ceM,anonymous,EN,0.300000012,,"1,2,3",4,20,3,7,,4,4,4,4,3,4,"1,2,4,6,7,9,10",10,"3,7,9",,3,2,4,5,1,2,4,2,3,2,2,5,1,3,2,1,2,4,1,5,1,4,1,3,1,3,4,4,4,3,3,2,2,4,3,4,4,5,4,3,3,2,4,4,4,5,7,7Custom Value
13/07/2026 16:32,13/07/2026 16:42,0,100,584,1,13/07/2026 16:42,R_2Y9DSz8p6zafNzp,anonymous,EN,0.600000024,,"1,2,3",1,19,2,5,,3,2,5,3,3,3,"3,4,6,9",5,"6,7,9",,4,5,3,5,1,1,1,1,3,2,2,3,2,3,2,4,2,3,1,4,2,2,2,3,1,3,5,4,3,2,1,1,2,3,2,5,5,5,1,1,1,1,5,5,4,5,6,6Custom Value
13/07/2026 16:31,13/07/2026 16:42,0,100,681,1,13/07/2026 16:42,R_2rSJxVLselCbOQF,anonymous,EN,1,,"1,2,3",2,19,2,3,,5,5,5,4,4,5,"1,3,4,6,7,8,9",11,"1,6,7",,2,2,4,5,4,5,5,3,4,2,2,5,2,5,2,5,2,5,1,4,1,5,1,4,1,5,5,5,4,4,4,5,4,4,4,5,4,5,5,2,4,1,4,5,4,5,8,8Custom Value
13/07/2026 16:30,13/07/2026 16:44,0,100,811,1,13/07/2026 16:44,R_xsEoL0kWUg0FNtf,anonymous,EN,0.699999988,,"1,2,3",2,22,4,4,,4,3,4,2,3,4,"1,3,6,7,8,9,10",6,"2,3,4",,4,4,3,4,1,1,3,2,4,2,2,5,2,5,2,5,2,5,1,5,1,5,1,4,1,4,5,5,4,5,3,3,2,3,3,3,5,5,4,3,3,3,3,3,3,3,8,8Custom Value
13/07/2026 16:34,13/07/2026 16:49,0,100,882,1,13/07/2026 16:49,R_1QLzPA7dvqcyhXz,anonymous,EN,1,,"1,2,3",1,20,1,10,,4,3,4,3,4,4,"1,3,4,7,8,9,10",6,"1,5,7",,4,5,5,5,1,2,4,2,4,2,2,5,2,5,2,2,2,4,1,4,2,3,1,3,1,4,5,4,5,5,3,3,2,5,3,5,4,4,2,3,4,3,3,4,4,5,7,7Custom Value
13/07/2026 16:40,13/07/2026 16:50,0,100,651,1,13/07/2026 16:50,R_vCcbVjpUGOGWmtz,anonymous,EN,1,,"1,2,3",1,18,1,11,,4,3,5,4,5,4,"1,3,4,6,8",12,"2,7,9",,4,5,4,4,2,2,2,2,4,2,1,4,2,2,2,5,2,4,1,5,1,4,2,4,1,3,5,4,5,5,2,2,1,3,3,5,4,5,2,1,1,1,5,3,3,5,6,6Custom Value
13/07/2026 16:47,13/07/2026 16:58,0,100,677,1,13/07/2026 16:58,R_3iRaRfqNsvFVHrl,anonymous,EN,1,,"1,2,3",2,18,1,6,,4,4,5,3,3,2,"4,7,10",7,"1,7,9",,4,3,2,3,1,1,1,2,5,2,1,2,1,4,2,5,2,5,1,3,1,3,2,3,2,4,5,5,5,2,1,2,3,4,2,4,4,4,4,3,4,3,4,4,2,5,4,4Custom Value
13/07/2026 16:56,13/07/2026 17:01,0,100,304,1,13/07/2026 17:01,R_PImXy9mSMVkI72V,anonymous,EN,0.300000012,,"1,2,3",2,18,2,2,,2,2,3,4,3,3,"1,3,4,6",8,"1,8,9",,3,3,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,1,2,2,1,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,4,6,6Custom Value
13/07/2026 16:55,13/07/2026 17:07,0,100,720,1,13/07/2026 17:07,R_2riJKyuRhbNrvg1,anonymous,EN,1,,"1,2,3",1,18,1,4,,3,2,4,4,2,3,4,6,"1,5,7",,3,2,3,3,1,2,2,2,4,2,2,2,2,1,2,5,2,4,1,5,2,3,1,3,1,3,5,4,4,4,1,2,3,3,4,5,4,4,4,5,3,1,4,1,4,5,7,7Custom Value
13/07/2026 16:55,13/07/2026 17:07,0,100,727,1,13/07/2026 17:07,R_6tKF7mULNMRsXPr,anonymous,EN,1,,"1,2,3",3,21,3,6,,4,3,2,3,2,3,"1,3,4,7,8,9",8,"1,5,7",,4,3,5,5,2,3,3,3,3,2,2,4,2,2,2,3,2,5,1,3,1,3,1,4,1,4,5,5,4,5,2,3,2,4,3,5,5,5,2,2,1,3,4,3,2,5,8,8Custom Value
13/07/2026 16:56,13/07/2026 17:15,0,100,1127,1,13/07/2026 17:15,R_2CN7scmz0JQLodX,anonymous,EN,1,,"1,2,3",2,18,1,9,,3,2,3,3,4,4,"1,4,5,6,7,8,9,10",8,"5,6,7",,4,4,4,4,2,3,2,2,3,2,2,3,2,3,1,3,1,4,1,4,1,3,2,2,1,4,5,4,5,5,3,3,4,4,4,4,5,5,4,3,3,3,3,4,3,4,5,5Custom Value
13/07/2026 17:09,13/07/2026 17:18,0,100,544,1,13/07/2026 17:18,R_1QAsgNcQAgptYuW,anonymous,EN,0.899999976,,"1,2,3",2,18,1,5,,4,3,3,4,4,4,"4,8,9,10",10,"1,5,7",,3,4,4,5,2,2,3,2,2,2,2,2,2,2,1,2,2,4,1,3,1,2,2,1,1,1,5,4,5,4,4,3,4,4,4,5,5,4,4,4,2,2,4,5,4,5,6,6Custom Value
13/07/2026 17:10,13/07/2026 17:20,0,100,574,1,13/07/2026 17:20,R_YRoBLslDGEbnh1n,anonymous,EN,0.899999976,,"1,2,3",2,19,2,3,,4,2,4,3,4,4,"1,3,4,5,6,7,8,9,10",8,"5,6,7",,5,3,3,5,2,3,4,3,3,2,1,1,1,3,1,2,2,2,1,3,1,2,2,2,1,3,5,4,5,4,4,3,3,4,4,4,3,4,4,4,3,3,4,4,3,4,4,4Custom Value
13/07/2026 17:19,13/07/2026 17:31,0,100,691,1,13/07/2026 17:31,R_tGO3nU4ZuPyPz7H,anonymous,EN,1,,"1,2,3",2,18,1,5,,3,4,4,5,5,5,"1,2,3,4,5,6,7,8,9,10",9,"1,6,7",,5,4,5,5,2,3,5,4,2,2,2,5,2,5,2,3,2,4,1,4,1,5,1,3,1,5,5,5,5,5,4,5,4,5,5,5,5,4,4,4,5,4,5,3,5,2,8,8Custom Value
13/07/2026 17:21,13/07/2026 17:31,0,100,573,1,13/07/2026 17:31,R_3RmxvBny5hSjjdw,anonymous,EN,1,,"1,2,3",2,21,3,3,,5,4,5,4,4,5,"1,4,6,7,8,9",7,"1,5,7",,5,4,5,5,1,1,3,3,5,2,2,5,1,3,2,4,2,5,1,5,1,4,1,4,1,5,5,5,5,4,2,4,3,5,2,5,5,5,3,4,5,3,4,4,3,5,7,7Custom Value
13/07/2026 17:24,13/07/2026 17:33,0,100,560,1,13/07/2026 17:33,R_1M4c5CMxvGOjhRG,anonymous,EN,1,,"1,2,3",2,18,1,3,,3,4,5,3,4,4,"3,4,6,9,10",6,"5,7,9",,5,3,3,4,2,3,2,2,5,2,2,4,2,3,1,4,2,5,1,5,1,4,1,5,1,4,5,4,4,5,3,3,3,5,4,5,5,5,4,5,3,3,3,4,4,5,7,7Custom Value
13/07/2026 17:22,13/07/2026 17:34,0,100,718,1,13/07/2026 17:34,R_1mKpcQkmiCq564p,anonymous,EN,0.300000012,,"1,2,3",1,18,1,9,,4,3,3,4,5,3,"1,2,3,4,5,7,8,9,10",5,"1,3,5",,3,3,3,3,1,3,3,3,5,2,2,5,2,5,2,4,2,3,1,3,1,3,1,4,1,5,5,5,5,5,2,2,4,4,4,4,5,5,4,4,4,4,3,3,4,5,8,8Custom Value
13/07/2026 17:26,13/07/2026 17:34,0,100,508,1,13/07/2026 17:34,R_2rqi8yK6rLYoz1X,anonymous,EN,0.400000006,,"1,2,3",2,18,2,11,,3,4,3,3,5,5,"1,3,4,8,9,10",9,"2,4,5",,4,4,3,4,4,4,4,2,3,2,1,3,2,4,1,2,2,3,1,5,1,2,2,3,2,4,4,4,5,5,4,3,2,4,4,4,5,5,4,4,4,3,1,3,4,4,4,4Custom Value
13/07/2026 17:23,13/07/2026 17:38,0,100,861,1,13/07/2026 17:38,R_Ayz6KgBIvEME7cd,anonymous,EN,0.899999976,,"1,2,3",2,18,1,5,,4,5,5,3,4,4,"1,2,3,4,5,6,7,8,9,10",12,"1,6,7",,4,4,5,5,2,3,5,4,4,2,2,5,2,5,2,2,2,4,1,4,1,4,1,3,1,3,5,5,5,5,5,4,4,5,3,5,5,5,1,5,4,3,4,5,3,5,8,8Custom Value
13/07/2026 17:34,13/07/2026 17:39,0,100,292,1,13/07/2026 17:39,R_2tfHjZuT5gVGmAE,anonymous,EN,1,,"1,2,3",2,18,2,11,,5,5,5,5,3,3,"1,3,4,6,7,9",7,"1,5,7",,5,5,3,5,1,2,1,2,4,2,2,3,1,4,2,2,2,4,1,1,1,5,2,2,2,2,5,5,5,3,1,1,1,3,2,5,5,5,1,1,1,3,5,5,5,5,5,5Custom Value
13/07/2026 17:24,13/07/2026 17:43,0,100,1149,1,13/07/2026 17:43,R_3nwKP12Kj09qRTu,anonymous,EN,1,,"1,2,3",1,22,4,5,,5,2,5,4,4,5,"1,4,6,7,8,9,10",8,"1,5,7",,4,4,3,5,4,2,3,2,4,2,2,5,2,5,2,4,2,3,1,5,1,4,2,3,1,4,5,5,5,4,2,3,3,4,3,5,5,5,5,4,4,2,4,4,3,5,7,7Custom Value
13/07/2026 17:45,13/07/2026 17:55,0,100,553,1,13/07/2026 17:55,R_31m7Y5ZV5smsxO1,anonymous,EN,1,,"1,2,3",2,23,3,11,,4,4,4,4,4,4,"1,3,4,6,7,8,9,10",12,"1,5,7",,5,5,2,5,1,2,2,2,4,2,2,3,2,3,1,3,1,3,1,3,1,3,1,3,1,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,6,6Custom Value
13/07/2026 17:49,13/07/2026 17:56,0,100,419,1,13/07/2026 17:56,R_2eWjcRBW5fsty8s,anonymous,EN,0.600000024,,"1,2,3",1,18,1,5,,1,3,4,3,1,3,"1,4,7,10",12,"1,2,3",,5,5,3,5,3,3,4,4,4,2,2,5,2,5,2,5,2,5,1,4,1,5,1,5,1,5,5,5,5,5,5,5,5,3,5,5,5,5,4,2,3,3,4,4,3,5,8,8Custom Value
13/07/2026 17:51,13/07/2026 17:56,0,100,298,1,13/07/2026 17:56,R_3NIAZXbTBc0MakR,anonymous,EN,0.899999976,,"1,2,3",2,19,1,9,,5,5,5,5,5,5,"1,3,4,8",10,"1,5,6",,5,5,4,4,3,4,3,2,3,2,2,5,2,5,2,5,2,5,1,2,2,2,2,5,2,2,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,3,5,5,5Custom Value
13/07/2026 18:04,13/07/2026 18:13,0,100,555,1,13/07/2026 18:13,R_1C9ElMRBRPpKiEz,anonymous,EN,0.899999976,,"1,2,3",2,18,1,7,,5,4,5,3,5,5,"1,3,4,5,6,7,8,9,10",8,"1,3,5",,5,4,3,5,2,5,4,4,4,2,1,5,1,5,2,4,2,5,1,5,2,5,2,5,2,4,5,5,5,5,5,4,4,5,5,5,5,5,5,3,5,2,5,5,3,5,3,3Custom Value
13/07/2026 18:10,13/07/2026 18:18,0,100,508,1,13/07/2026 18:18,R_0upFa3iOp6DKKCB,anonymous,EN,1,,"1,2,3",2,19,1,11,,5,4,3,5,5,5,"1,3,4,5,6,7,8,9,10",10,"1,5,7",,5,3,4,5,2,3,3,2,4,2,1,4,1,4,1,4,2,4,1,4,2,4,1,4,2,4,4,5,5,5,4,4,4,5,4,4,5,5,5,5,5,2,5,5,5,5,3,3Custom Value
13/07/2026 18:15,13/07/2026 18:30,0,100,886,1,13/07/2026 18:30,R_ZESF7oPN0hOc2GZ,anonymous,EN,1,,"1,2,3",1,18,1,9,,3,2,5,4,3,3,"1,3,4,6,7,8,9,10",6,"1,4,5",,2,2,3,4,1,2,2,2,1,2,2,3,2,2,2,5,2,2,1,5,1,3,1,4,1,4,5,3,3,3,1,1,4,3,3,4,3,4,4,3,5,3,4,4,3,5,8,8Custom Value
13/07/2026 18:21,13/07/2026 18:31,0,100,638,1,13/07/2026 18:31,R_1Kr448DpGhJ21L8,anonymous,EN,0.899999976,,"1,2,3",2,20,2,3,,4,3,4,3,2,5,"1,4,9",6,"5,7,9",,4,3,3,4,1,2,2,3,4,2,2,3,1,3,2,4,2,5,1,3,1,3,2,2,1,1,5,4,4,4,4,2,2,3,2,4,5,4,4,3,2,4,4,3,4,4,6,6Custom Value
13/07/2026 18:26,13/07/2026 18:33,0,100,445,1,13/07/2026 18:33,R_1pz2kYEx14Bb79F,anonymous,EN,0.600000024,,"1,2,3",2,18,1,11,,4,2,3,4,5,5,"1,2,3,4,6,7,8,9,10",12,"3,5,7",,5,5,5,5,4,2,2,3,4,2,2,5,2,4,1,3,2,5,1,5,2,3,1,5,1,4,5,5,5,5,3,3,3,5,3,5,5,5,5,4,3,4,1,3,4,5,6,6Custom Value
13/07/2026 18:27,13/07/2026 18:39,0,100,719,1,13/07/2026 18:39,R_PvPQeM0BblAgUKJ,anonymous,EN,0.400000006,,"1,2,3",2,23,4,11,,4,3,4,3,4,4,"1,3,4,5,7,8,9,10",8,"1,2,3",,4,3,3,4,2,2,2,2,4,2,2,5,1,3,2,5,2,4,1,4,1,5,1,4,1,4,5,5,5,5,3,3,3,4,2,5,4,5,4,4,4,3,3,3,3,3,7,7Custom Value
13/07/2026 18:21,13/07/2026 18:39,0,100,1072,1,13/07/2026 18:39,R_2dYNBrmcj94aBd6,anonymous,EN,,,"1,2,3",4,19,3,3,,5,5,5,5,5,4,"1,3,4,5,6,7,8,9,10",4,"3,5,7",,4,3,5,5,1,2,5,2,4,2,1,2,2,2,2,4,2,5,1,3,1,3,1,3,1,2,5,5,4,3,5,3,5,4,5,5,5,5,5,5,5,5,4,4,5,5,7,7Custom Value
13/07/2026 18:05,13/07/2026 18:42,0,100,2211,1,13/07/2026 18:42,R_31EfV32me7GX8yF,anonymous,EN,0.800000012,,"1,2,3",2,20,2,11,,4,3,4,4,3,3,"1,3,4,6,7,8,9",9,"6,7,9",,4,4,5,4,2,4,5,2,5,2,2,4,2,3,1,2,2,4,1,3,2,2,2,2,1,3,5,5,5,4,5,4,3,4,4,4,4,4,4,3,4,3,5,5,3,5,5,5Custom Value
13/07/2026 18:45,13/07/2026 18:52,0,100,445,1,13/07/2026 18:52,R_1pLuMqOs0CdWNSf,anonymous,EN,1,,"1,2,3",2,21,4,9,,4,5,3,2,4,4,"1,2,3,4,6,7,9",7,"5,6,7",,3,4,4,4,1,2,2,3,4,2,2,3,2,1,1,2,1,1,1,3,1,2,2,2,1,2,5,4,4,5,5,4,4,4,3,5,5,5,4,4,3,2,3,3,4,5,5,5Custom Value
13/07/2026 18:49,13/07/2026 19:03,0,100,858,1,13/07/2026 19:03,R_AI2a8JRpbZ6Rt3b,anonymous,EN,1,,"1,2,3",2,21,4,9,,4,4,4,4,3,4,"1,3,4,5,6,7,8,9,10",6,"1,2,3",,5,5,5,5,5,5,5,5,4,2,1,5,2,3,2,5,2,5,1,5,1,4,2,5,1,5,5,5,5,5,4,5,4,5,4,5,5,5,4,4,4,4,4,4,3,4,6,6Custom Value
13/07/2026 20:24,13/07/2026 20:36,0,100,724,1,13/07/2026 20:36,R_rpRRxX0WE1AcNcB,anonymous,EN,0.5,,"1,2,3",2,20,2,11,,4,3,5,5,5,4,"1,4,6,7",10,"1,5,9",,5,5,3,5,2,2,4,3,4,2,2,5,1,5,1,3,2,5,1,4,1,4,2,4,1,2,4,4,4,5,2,2,5,5,4,4,5,5,5,1,2,3,5,4,2,5,5,5Custom Value
13/07/2026 20:41,13/07/2026 20:48,0,100,434,1,13/07/2026 20:48,R_1FQZ1CxSzIctUUH,anonymous,EN,1,,"1,2,3",2,20,2,5,,5,5,1,3,5,3,"4,6,8,9",12,"4,5,6",,3,3,3,3,5,2,2,5,5,2,2,5,2,5,1,5,2,5,1,5,2,5,2,5,2,5,5,5,5,5,1,3,5,4,5,5,5,5,5,1,2,1,5,5,5,5,4,4Custom Value
13/07/2026 20:42,13/07/2026 20:56,0,100,819,1,13/07/2026 20:56,R_3s1bsbO283ZBsi2,anonymous,EN,0.400000006,,"1,2,3",2,22,2,11,,5,4,3,4,4,4,"1,3,4,5,7,8,9,10",8,"3,7,10",,4,4,3,4,3,3,5,2,3,2,2,3,1,2,2,3,2,4,2,3,1,3,2,1,2,1,5,4,4,4,4,3,3,3,3,5,5,5,4,2,3,2,3,3,4,5,4,4Custom Value
13/07/2026 22:42,13/07/2026 22:52,0,100,556,1,13/07/2026 22:52,R_1opCB9xfVlRkzNv,anonymous,EN,0.100000001,,"1,2,3",2,21,4,4,,3,3,3,4,4,4,"1,4,6,7,9,10",12,"3,5,7",,4,4,4,5,1,2,2,2,3,2,2,3,1,4,2,4,2,4,1,4,1,3,1,3,1,3,5,5,5,5,2,1,2,5,2,5,5,5,5,4,3,3,3,3,3,3,7,7Custom Value
14/07/2026 00:28,14/07/2026 00:39,0,100,664,1,14/07/2026 00:39,R_1PdV0R2JhAmDiHu,anonymous,EN,1,,"1,2,3",1,19,2,7,,4,3,3,4,3,4,"1,4,6,7,8,9,10",6,"5,6,7",,4,4,4,3,3,4,3,4,3,2,2,3,1,3,2,3,2,4,1,4,2,3,1,3,1,3,5,4,4,4,3,4,3,4,4,5,4,5,4,4,4,4,5,4,3,3,6,6Custom Value
14/07/2026 00:34,14/07/2026 00:47,0,100,804,1,14/07/2026 00:47,R_3hmsa0mr6HaWaYM,anonymous,EN,0.100000001,,"1,2,3",2,20,2,4,,4,4,5,5,3,5,"1,7",4,"1,2,6",,5,3,5,4,1,2,5,2,3,2,2,5,2,4,2,4,2,3,1,3,2,3,1,4,1,2,5,4,5,2,1,1,1,4,4,5,4,4,5,4,4,4,5,5,1,5,7,7Custom Value
14/07/2026 00:38,14/07/2026 00:47,0,100,548,1,14/07/2026 00:47,R_QgFWCouiduDf8Nr,anonymous,EN,0.600000024,,"1,2,3",2,18,1,11,,5,5,5,4,4,5,"1,4,5,6,7,8,9,10",10,"2,5,7",,5,5,5,5,3,5,5,5,5,2,2,4,1,5,1,5,2,5,1,5,1,2,1,5,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,2,4,4,5,5,6,6Custom Value
14/07/2026 00:52,14/07/2026 01:01,0,100,507,1,14/07/2026 01:01,R_T2h2CdiCBONuWPL,anonymous,EN,1,,"1,2,3",2,22,4,9,,3,4,5,5,3,4,"4,8,9",10,"2,7,8",,5,5,3,4,2,3,5,3,4,2,2,5,1,4,1,5,2,5,1,5,2,4,1,3,1,5,5,4,5,4,4,4,2,3,3,4,4,5,5,2,3,1,3,3,3,3,5,5Custom Value
14/07/2026 01:30,14/07/2026 01:43,0,100,810,1,14/07/2026 01:43,R_2P4LSgtIIz9JGCo,anonymous,EN,0.800000012,,"1,2,3",1,20,1,3,,4,3,4,2,2,4,"1,3,4,8,10",12,"1,2,9",,3,3,4,3,2,2,3,1,4,2,2,4,2,4,2,4,2,4,1,4,2,4,1,4,2,4,5,5,5,3,3,2,2,5,2,5,4,5,3,3,3,3,4,3,4,5,6,6Custom Value
14/07/2026 02:01,14/07/2026 02:10,0,100,504,1,14/07/2026 02:10,R_1IvcxO9aqJVJiR1,anonymous,EN,0.800000012,,"1,2,3",2,21,3,11,,4,4,4,4,4,4,"1,3,4,6,8,9,10",9,"3,5,8",,3,3,2,3,2,3,3,3,2,2,2,3,2,3,1,3,2,3,1,3,2,3,2,3,2,3,4,4,4,4,3,3,4,4,3,4,4,4,2,4,3,4,4,4,3,3,4,4Custom Value
14/07/2026 02:07,14/07/2026 02:16,0,100,508,1,14/07/2026 02:16,R_1llS4dGoNpkLvGY,anonymous,EN,1,,"1,2,3",2,23,4,5,,4,4,3,3,3,3,"1,4,5,10",5,"1,2,5",,4,4,4,3,2,2,2,2,4,2,2,3,2,4,2,4,2,2,1,3,1,4,1,4,2,4,5,4,4,4,3,3,3,3,3,4,4,4,4,3,3,3,4,4,4,5,7,7Custom Value
14/07/2026 02:09,14/07/2026 02:19,0,100,584,1,14/07/2026 02:19,R_2aDDeXcMsC4lTFO,anonymous,EN,1,,"1,2,3",2,24,5,11,,5,4,5,4,3,4,"1,4,6,7,8,9",8,"1,2,7",,4,4,3,4,3,4,5,3,3,2,2,4,1,2,1,2,2,3,1,3,1,3,1,3,1,3,5,4,4,5,4,3,4,4,4,4,4,3,3,2,3,2,4,4,5,5,6,6Custom Value
14/07/2026 02:13,14/07/2026 02:35,0,100,1283,1,14/07/2026 02:35,R_3sBrSPZSKjuhAh9,anonymous,EN,0.899999976,,"1,2,3",2,19,1,8,,2,3,1,3,3,2,"1,3,5,8,10",2,"1,2,4",,3,2,3,3,3,3,2,1,4,2,2,2,2,3,2,5,2,4,1,3,1,3,1,3,1,3,5,4,4,5,4,1,4,1,3,5,4,5,5,3,4,3,3,4,3,5,8,8Custom Value
14/07/2026 02:25,14/07/2026 02:36,0,100,680,1,14/07/2026 02:36,R_3QFQaosG1qsH6P3,anonymous,EN,0.899999976,,"1,2,3",2,18,1,10,,3,1,2,4,3,4,"1,4,7,10",8,"1,3,10",,2,3,4,3,3,4,5,4,4,2,1,4,2,1,1,3,2,5,1,2,1,2,1,3,2,3,5,4,5,5,3,4,5,3,2,5,4,5,2,3,1,2,4,5,3,5,5,5Custom Value
14/07/2026 02:40,14/07/2026 02:47,0,100,456,1,14/07/2026 02:47,R_2pY9NgUGVjHGT4Q,anonymous,EN,1,,"1,2,3",2,19,3,11,,4,3,4,4,4,5,"1,4,5,7,9,10",8,"1,6,7",,4,2,3,4,2,2,2,2,4,2,1,2,1,2,1,2,2,3,1,2,1,2,1,2,1,2,5,4,4,4,2,3,4,4,3,3,2,2,4,3,3,3,4,2,2,4,5,5Custom Value
14/07/2026 02:56,14/07/2026 03:08,0,100,723,1,14/07/2026 03:08,R_cNLRDhO2v7FfNbH,anonymous,EN,0.800000012,,"1,2,3",2,19,2,9,,5,4,5,4,4,5,"1,4,7,8,9,10",6,"1,2,7",,5,3,5,5,1,2,5,1,4,2,2,3,2,3,2,2,2,5,1,5,1,4,2,5,2,3,5,5,5,5,2,1,2,4,2,5,5,5,5,2,3,3,2,4,2,4,6,6Custom Value
14/07/2026 03:03,14/07/2026 03:10,0,100,367,1,14/07/2026 03:10,R_wZ7lMWxkkzj8ZcB,anonymous,EN,0.899999976,,"1,2,3",2,18,1,5,,4,3,5,4,2,4,"1,4,6,7,8,9",7,"3,6,7",,3,3,4,4,4,4,3,4,4,2,2,5,1,2,1,2,2,4,1,4,1,3,1,4,2,3,5,5,5,5,4,4,4,5,5,5,5,5,1,3,2,3,5,5,5,5,5,5Custom Value
14/07/2026 03:19,14/07/2026 03:27,0,100,539,1,14/07/2026 03:28,R_1IaZf0I8LNua59w,anonymous,EN,1,,"1,2,3",2,18,1,9,,3,3,3,3,4,4,"1,3,4,8,10",4,"5,6,7",,3,3,3,4,2,2,2,2,4,2,2,4,2,3,1,3,2,5,1,4,1,4,1,5,1,3,5,5,5,5,2,2,3,4,4,3,5,5,4,2,1,1,5,5,5,4,7,7Custom Value
14/07/2026 03:17,14/07/2026 03:31,0,100,840,1,14/07/2026 03:31,R_32MbWidNyjEvv3Z,anonymous,EN,1,,"1,2,3",2,22,4,9,,4,3,4,3,4,4,"1,7,8,10",9,"1,6,7",,4,3,4,5,1,3,3,2,4,2,1,3,2,4,2,4,2,5,1,3,2,2,1,4,1,2,4,4,5,4,1,1,1,1,2,4,4,4,2,2,2,3,4,5,3,5,6,6Custom Value
14/07/2026 03:34,14/07/2026 03:43,0,100,537,1,14/07/2026 03:43,R_3k5IkRT3NZ4X0TI,anonymous,EN,0.5,,"1,2,3",2,19,1,3,,5,5,4,4,3,4,"1,2,3,4,5,6,7,8,9,10",6,"1,5,7",,4,4,2,4,1,1,1,2,4,2,1,2,1,5,2,3,2,5,1,5,1,5,1,5,1,2,5,5,5,4,1,2,3,5,4,4,4,5,1,2,2,3,5,5,5,5,6,6Custom Value
